PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","amd64","bionic","kicad-nightly","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","amd64","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","arm64","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","armhf","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","i386","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","ppc64el","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-03","2021-08-03 22:06:27.392170+00:00","Superseded","s390x","bionic","kicad-nightly-demos","202108032054+c5e195bdff~131~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","amd64","focal","kicad-nightly","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","amd64","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","arm64","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","armhf","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","i386","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","ppc64el","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","riscv64","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-04","2021-08-04 21:59:10.332010+00:00","Superseded","s390x","focal","kicad-nightly-demos","202108042049+5bf0b99813~131~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","amd64","bionic","kicad-nightly-footprints","202108051703+da8d1e30c~13~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","amd64","focal","kicad-nightly-footprints","202108051702+da8d1e30c~13~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","arm64","bionic","kicad-nightly-footprints","202108051703+da8d1e30c~13~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","arm64","focal","kicad-nightly-footprints","202108051702+da8d1e30c~13~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","armhf","bionic","kicad-nightly-footprints","202108051703+da8d1e30c~13~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","armhf","focal","kicad-nightly-footprints","202108051702+da8d1e30c~13~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","i386","bionic","kicad-nightly-footprints","202108051703+da8d1e30c~13~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","i386","focal","kicad-nightly-footprints","202108051702+da8d1e30c~13~ubuntu20.04.1",2
"js-reynaud/kicad-dev-nightly","2021-08-05","2021-08-05 17:30:45.412018+00:00","Published","ppc64el","bionic","kicad-nightly-footprints","202108051703+da8d1e30c~13~ubuntu18.04.1",2
