PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","amd64","bionic","kicad-dbg","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",11
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","s390x","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","ppc64el","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","i386","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","armhf","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","arm64","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","amd64","bionic","kicad-demo","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",81
"kicad-5","2018-10-15","2018-10-12 19:05:15.763791+00:00","Superseded","amd64","bionic","kicad","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",712
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","ppc64el","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","powerpc","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","i386","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","armhf","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","arm64","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 18:01:39.014640+00:00","Published","amd64","trusty","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu14.04.1",26
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","s390x","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","ppc64el","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","powerpc","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","i386","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","armhf","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","arm64","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 17:30:20.490979+00:00","Published","amd64","xenial","kicad-packages3d","5.0.1-stable-201810121514+ce0b330~7~ubuntu16.04.1",231
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","s390x","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","ppc64el","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","i386","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","armhf","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","arm64","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","amd64","bionic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.04.1",611
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Superseded","i386","bionic","kicad","5.0.1-stable-201810121501+33cea8e~66~ubuntu18.04.1",15
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","s390x","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","ppc64el","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","i386","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","armhf","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","arm64","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 16:11:17.443853+00:00","Published","amd64","cosmic","kicad-packages3d","5.0.1-stable-201810121516+ce0b330~7~ubuntu18.10.1",3
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","ppc64el","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","powerpc","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","i386","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","armhf","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","arm64","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","amd64","trusty","kicad-doc-en","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",25
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","ppc64el","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","powerpc","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","i386","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","armhf","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","arm64","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","amd64","trusty","kicad-doc-de","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",4
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","ppc64el","trusty","kicad-doc-ru","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",2
"kicad-5","2018-10-15","2018-10-12 15:47:24.074303+00:00","Published","powerpc","trusty","kicad-doc-ru","5.0.1-stable-201810121504+1515~17~ubuntu14.04.1",2
