PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","libwxbase3.0-dev","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","wx-common","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","wx3.0-headers","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk3.0-0-dbg","3.0.2-1~ubuntu14.04.1~ppa1",3
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","libwxbase3.0-0","3.0.2-1~ubuntu14.04.1~ppa1",10
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk-webview3.0-dev","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","libwxgtk3.0-0","3.0.2-1~ubuntu14.04.1~ppa1",10
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","wx-common","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk-webview3.0-0","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk3.0-dev","3.0.2-1~ubuntu14.04.1~ppa1",3
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk-webview3.0-0-dbg","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk3.0-0","3.0.2-1~ubuntu14.04.1~ppa1",4
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","libwxgtk3.0-dev","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","ppc64el","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","powerpc","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","armhf","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","arm64","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","amd64","trusty","wx3.0-examples","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk-media3.0-0","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","libwxgtk-media3.0-dev","3.0.2-1~ubuntu14.04.1~ppa1",1
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","ppc64el","trusty","wx3.0-i18n","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","powerpc","trusty","wx3.0-i18n","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","i386","trusty","wx3.0-i18n","3.0.2-1~ubuntu14.04.1~ppa1",2
"kicad-5","2018-09-13","2018-09-12 21:09:41.469894+00:00","Published","armhf","trusty","wx3.0-i18n","3.0.2-1~ubuntu14.04.1~ppa1",2
