PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"kicad-dev-nightly","2019-04-13","2019-04-13 00:12:49.722155+00:00","Superseded","amd64","disco","kicad-nightly","201904122302+203019d~94~ubuntu19.04.1",2
"kicad-dev-nightly","2019-04-13","2019-04-13 00:26:52.162855+00:00","Superseded","amd64","cosmic","kicad-nightly","201904122302+203019d~94~ubuntu18.10.1",12
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","amd64","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","amd64","cosmic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.10.1",7
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","amd64","disco","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu19.04.1",3
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","amd64","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","arm64","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","arm64","cosmic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.10.1",7
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","arm64","disco","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu19.04.1",3
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","arm64","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","armhf","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","armhf","cosmic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.10.1",7
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","armhf","disco","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu19.04.1",3
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","armhf","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","i386","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","i386","cosmic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.10.1",7
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","i386","disco","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu19.04.1",3
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","i386","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","powerpc","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","ppc64el","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","ppc64el","cosmic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.10.1",7
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","ppc64el","disco","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu19.04.1",3
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","ppc64el","xenial","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu16.04.1",4
"kicad-dev-nightly","2019-04-13","2019-04-13 14:03:02.655944+00:00","Superseded","s390x","bionic","kicad-nightly-symbols","201904131351+0ef9b41~8~ubuntu18.04.1",18
